bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_200.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_448.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_244.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_127.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_481.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_80.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_381.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_247.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_356.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_103.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_582.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_197.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_346.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_437.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_45.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_303.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_106.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_27.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_419.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\field_65.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_121.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_43.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_35.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_457.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_464.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_624.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_300.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_546.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_90.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_107.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_248.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\field_97.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_216.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_28.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_420.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_18.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_161.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_460.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_249.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_29.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_613.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_438.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_376.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_317.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_234.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_173.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\field_22.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_402.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_193.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_198.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_383.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_551.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_171.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_93.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_78.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_467.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_547.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_436.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_129.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_585.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_269.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_189.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_600.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_615.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_428.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_210.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_568.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_319.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_35.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_259.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_111.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\grass_fields_314.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_303.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_158.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_351.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_595.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_547.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_607.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_310.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_7.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_177.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\grass_fields_36.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_560.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_164.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_98.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_194.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\field_94.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_466.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_178.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_223.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_221.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_565.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_238.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_251.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_329.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_345.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\grass_fields_98.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_252.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_254.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_159.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_337.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_89.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_232.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_84.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_364.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_73.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_182.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_209.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_38.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_395.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_146.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_41.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_124.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_484.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_112.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_63.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_61.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_21.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\grass_fields_264.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_521.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\field_21.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_55.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_361.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\grass_fields_298.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_494.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_51.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_433.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_315.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_101.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_484.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_328.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_125.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\grass_fields_22.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_431.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_199.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_477.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_379.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_158.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_570.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_439.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_611.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_284.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_5.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_631.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_201.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\field_75.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_573.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\grass_fields_214.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_140.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_309.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\grass_fields_242.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\grass_fields_158.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_127.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_143.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_346.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_5.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\field_84.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_65.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_433.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_272.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_559.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_326.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_215.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\field_48.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_299.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_363.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\grass_fields_399.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_519.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_41.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_271.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_140.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_589.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_20.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_607.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_167.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_259.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_252.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_593.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\grass_fields_293.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_362.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_141.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_34.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\grass_fields_128.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_313.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_635.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_352.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\grass_fields_77.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_352.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_571.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_4.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_351.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_145.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_521.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_272.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_303.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_156.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_203.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_285.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\field_90.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_602.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_346.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_313.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_308.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_18.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_478.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_293.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_54.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_89.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\grass_fields_112.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_166.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_428.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_595.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_378.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_27.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_257.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_29.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_305.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_22.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_538.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_319.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_617.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\grass_fields_47.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_589.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_246.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_568.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_259.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_363.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_200.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_3.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_340.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\grass_fields_183.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_456.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_72.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_236.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_91.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_171.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_139.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_535.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_37.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_325.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_449.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_21.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_392.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\grass_fields_213.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_554.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_541.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_504.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_308.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_344.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_480.jpg
field,2,C:\Users\przemeko\Desktop\classification\data\images\field\grass_fields_23.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_67.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_182.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_116.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_351.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_519.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_537.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_415.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_115.jpg
staircase,5,C:\Users\przemeko\Desktop\classification\data\images\staircase\staircase_459.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_179.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_89.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_407.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_160.jpg
computer_lab,1,C:\Users\przemeko\Desktop\classification\data\images\computer_lab\computer_lab_599.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_282.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_217.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_181.jpg
bathroom,0,C:\Users\przemeko\Desktop\classification\data\images\bathroom\bathroom_637.jpg
forest,3,C:\Users\przemeko\Desktop\classification\data\images\forest\forest_522.jpg
living_room,4,C:\Users\przemeko\Desktop\classification\data\images\living_room\living_room_196.jpg
